distance,BB84,E91
1,-0.552821032382084,-0.970023820448538
2,-0.5558540343874756,-0.9453623380428444
3,-0.5332404290473182,-0.9280685823107193
4,-0.5329941865325408,-0.9074799005430165
5,-0.5204085203937242,-0.8632009512818443
6,-0.523868051137491,-0.8413294866504646
7,-0.5066189339126314,-0.797655777378462
8,-0.5042973249564492,-0.7932330690936689
9,-0.49779795618619804,-0.7793849777985992
10,-0.4929737149834444,-0.7444708092961444
11,-0.48472875981387215,-0.7332305032107153
12,-0.4802101374504514,-0.7065784500456795
13,-0.4780139007628104,-0.6856992413880679
14,-0.46869597891463316,-0.6683281681365076
15,-0.4581231830546093,-0.6574552537094172
16,-0.4526792049019236,-0.6453391195408053
17,-0.4422400083087375,-0.621032765563504
18,-0.44146531562338914,-0.6041260630043307
19,-0.43400310234608436,-0.5905263559604959
20,-0.43426375945057505,-0.5806858870998578
21,-0.4318418883193396,-0.5615903474127959
22,-0.4182030172258353,-0.5569192930207759
23,-0.4223152028622694,-0.5409886687736346
24,-0.40695870185974337,-0.5153906377504478
25,-0.40436447649243673,-0.5076876196004494
26,-0.39607024760307885,-0.5057753214191162
27,-0.39080906817297123,-0.48030593609804184
28,-0.39436870098176113,-0.4824187794530778
29,-0.3778402699161326,-0.46789424874462004
30,-0.38157511232186964,-0.4494940717126909
31,-0.37018462613026976,-0.453379433887697
32,-0.3694541751521159,-0.4244700867737818
33,-0.3696782705022088,-0.42356161774976586
34,-0.36083064758054917,-0.4074914053922789
35,-0.35488703684948697,-0.39922195523488285
36,-0.35092377246749784,-0.3970388099306107
37,-0.3507538492947343,-0.3770361134112368
38,-0.348102305955181,-0.3800604017504359
39,-0.3393176922768387,-0.3702607759785298
40,-0.33653542324943336,-0.35854152300031716
41,-0.33056454229386945,-0.3548349269757761
42,-0.32073254537002915,-0.3369693173132108
43,-0.3208361307145709,-0.3384694092026085
44,-0.3092807607960359,-0.33627378857647494
45,-0.3101779044190254,-0.3202157057216008
46,-0.3106736545828922,-0.3076837243779844
47,-0.2984466181720013,-0.3075882265332665
48,-0.29998623382661566,-0.293028260903345
49,-0.29410142109035764,-0.2968433450424469
50,-0.2882116929380549,-0.2821930488855151
51,-0.28587638535403237,-0.28315688282548657
52,-0.28713632842388426,-0.2692599614531419
53,-0.278112172798285,-0.2594738934807184
54,-0.2769513803405209,-0.2546075630943218
55,-0.27091484419540607,-0.25203418618673434
56,-0.26465311707245814,-0.2409636487752781
57,-0.2677415482960496,-0.23673741273928958
58,-0.25861142794265224,-0.23161030301310787
59,-0.25960512213050835,-0.2250227765457409
60,-0.250402996550171,-0.21982376217360325
61,-0.24842315395134157,-0.2151649683184405
62,-0.242184676905597,-0.20842857159960965
63,-0.24448266557858342,-0.1960903209863325
64,-0.23719844279802005,-0.19326484764458202
65,-0.23330840557423502,-0.18734247746118524
66,-0.22716156674997395,-0.1850540828924018
67,-0.22872816156493833,-0.17710587597231855
68,-0.22513105419832444,-0.16842119096672292
69,-0.21844180805784297,-0.16468967644868618
