distance,BB8401,E9101,BB8402,E9102
120,115.765,54.024,21.939,80.732
121,114.909,52.858,20.532,78.595
122,114.181,51.239,20.061,75.243
123,113.627,50.155,19.275,72.207
124,113.551,49.076,18.327,69.511
125,112.474,47.612,17.242,65.81
126,111.784,46.475,16.483,62.204
127,110.987,45.573,15.689,58.379
128,110.382,44.088,15.14,54.5
129,109.671,42.847,14.454,50.036
130,108.927,41.77,14.001,45.728
131,107.682,40.723,13.157,40.705
132,106.741,39.105,12.543,35.629
133,106.316,37.965,12.219,30.19
134,105.111,37.062,11.39,24.4
135,104.468,35.846,10.946,18.485
136,102.92,34.708,10.4,11.917
137,101.971,33.741,9.921,4.891
138,100.302,32.785,9.44,0.0
139,99.423,31.463,8.944,0.0
140,97.878,30.459,8.316,0.0
141,96.662,29.534,8.242,0.0
142,95.502,28.562,7.987,0.0
143,93.831,27.932,7.711,0.0
144,92.108,26.82,7.144,0.0
145,90.452,26.001,6.788,0.0
146,89.01,25.004,6.657,0.0
147,87.097,24.268,6.293,0.0
148,84.99,23.548,5.91,0.0
149,83.224,22.587,5.678,0.0
150,81.272,21.594,5.36,0.0
151,79.026,21.033,5.134,0.0
152,76.748,20.424,4.99,0.0
153,74.507,19.66,4.741,0.0
154,71.908,18.933,4.619,0.0
155,69.558,18.166,4.405,0.0
156,66.683,17.416,4.272,0.0
157,63.299,16.665,4.029,0.0
158,60.901,16.183,3.825,0.0
159,57.711,15.554,3.689,0.0
160,54.357,15.07,3.573,0.0
161,50.957,14.576,3.557,0.0
162,47.451,14.168,3.387,0.0
163,43.706,13.528,3.104,0.0
164,39.652,13.024,3.011,0.0
165,35.419,12.557,2.902,0.0
166,31.287,12.108,2.957,0.0
167,26.733,11.598,2.772,0.0
168,22.051,11.149,2.634,0.0
169,17.008,10.583,2.528,0.0
170,11.949,10.27,2.459,0.0
171,6.409,10.179,2.375,0.0
172,0.834,9.604,2.445,0.0
173,0.0,9.102,2.292,0.0
174,0.0,9.081,2.237,0.0
175,0.0,8.683,2.145,0.0
176,0.0,8.43,2.151,0.0
177,0.0,7.981,2.043,0.0
178,0.0,7.752,2.017,0.0
179,0.0,7.388,1.87,0.0
180,0.0,7.013,1.825,0.0
181,0.0,6.969,1.83,0.0
182,0.0,6.669,1.814,0.0
183,0.0,6.42,1.775,0.0
184,0.0,6.098,1.77,0.0
185,0.0,5.891,1.66,0.0
186,0.0,5.704,1.647,0.0
187,0.0,5.546,1.616,0.0
188,0.0,5.458,1.569,0.0
189,0.0,5.184,1.463,0.0
190,0.0,4.877,1.511,0.0
191,0.0,4.747,1.563,0.0
192,0.0,4.545,1.472,0.0
193,0.0,4.45,1.43,0.0
194,0.0,4.384,1.496,0.0
195,0.0,4.167,1.452,0.0
196,0.0,4.054,1.428,0.0
197,0.0,3.921,1.415,0.0
198,0.0,3.738,1.373,0.0
199,0.0,3.684,1.298,0.0
200,0.0,3.443,1.271,0.0
