distance,BB84,E91
239,63.22,8.5
240,63.64,7.58
241,63.6,8.04
242,64.58,9.02
243,63.32,8.5
244,64.4,8.6
245,63.94,8.38
246,63.96,8.22
247,64.76,8.44
248,61.78,7.88
249,63.04,8.1
250,63.42,8.7
251,63.44,7.82
252,65.42,8.38
253,63.4,8.7
254,63.32,7.88
255,63.84,8.6
256,66.0,7.28
257,63.96,8.82
258,63.04,7.84
259,64.1,8.6
260,65.14,8.0
261,63.24,8.86
262,63.6,8.14
263,64.06,8.76
264,62.68,8.04
265,65.36,8.64
266,65.4,7.92
267,61.76,8.2
268,64.28,8.32
269,63.52,8.28
270,63.62,8.14
271,62.72,8.64
272,64.16,8.64
273,63.6,8.44
274,61.44,8.34
275,65.96,8.2
276,66.8,7.54
277,65.22,8.4
278,64.04,8.2
279,63.78,8.1
280,63.92,7.54
281,62.5,9.06
282,63.2,7.98
283,63.46,7.98
284,64.44,8.42
285,65.68,8.32
286,62.6,8.18
287,62.58,7.28
288,65.34,8.28
289,64.8,7.82
290,64.32,8.84
291,64.28,8.68
292,63.82,7.6
293,63.54,8.16
294,63.68,7.86
295,66.2,8.04
296,64.08,8.76
297,62.98,8.5
298,64.5,7.74
299,65.66,7.96
300,63.82,8.4
