distance,BB84,E91
132,1023.28,682.9
133,1021.1,683.38
134,1020.72,679.72
135,1021.08,686.38
136,1027.38,681.46
137,1028.84,685.0
138,1020.98,683.48
139,1026.02,679.62
140,1028.76,684.14
141,1021.06,683.82
142,1018.2,683.22
143,1016.88,685.1
144,1016.7,686.54
145,1027.54,680.98
146,1026.26,688.72
147,1023.08,687.5
148,1017.76,680.36
149,1023.18,683.0
150,1025.64,684.84
151,1024.58,681.28
152,1022.16,682.0
153,1026.04,682.84
154,1019.6,686.82
155,1018.54,683.5
156,1021.42,679.04
157,1023.7,678.42
158,1027.18,683.76
159,1028.4,680.96
160,1021.98,682.78
161,1022.88,682.44
162,1022.42,681.58
163,1024.74,679.72
164,1022.5,682.24
165,1021.72,689.92
166,1024.98,686.24
167,1027.42,680.58
168,1023.38,680.88
169,1029.62,684.1
170,1024.28,678.4
171,1026.46,681.94
172,1028.26,681.84
173,1023.4,681.18
174,1023.88,678.96
175,1021.9,686.46
176,1021.66,676.24
177,1021.82,682.82
178,1031.44,679.26
179,1024.94,680.22
180,1023.12,683.82
181,1020.6,681.68
182,1020.44,677.38
183,1022.06,681.82
184,1020.88,686.74
185,1020.2,687.82
186,1025.36,681.32
187,1027.24,681.42
188,1024.9,679.3
189,1029.5,680.86
190,1026.04,682.6
191,1024.98,679.66
192,1017.4,687.26
193,1024.02,684.02
194,1023.36,682.7
195,1017.52,681.82
196,1028.08,688.12
197,1023.84,681.4
198,1022.7,679.82
199,1019.64,679.94
200,1025.04,683.78
201,1021.88,681.0
202,1019.42,685.72
203,1024.5,677.6
204,1026.94,676.92
205,1025.5,679.82
206,1020.84,681.14
207,1020.5,681.98
208,1020.18,686.48
209,1025.32,680.94
210,1022.12,680.9
211,1023.66,681.76
212,1023.68,683.14
213,1027.58,682.72
214,1020.98,684.44
215,1019.16,681.82
216,1022.1,685.24
217,1025.5,687.44
218,1021.86,677.18
219,1024.52,680.44
220,1022.64,678.96
221,1023.74,682.04
222,1025.14,680.12
223,1023.68,677.7
224,1019.96,684.32
225,1022.38,679.5
226,1017.32,677.46
227,1021.82,685.3
228,1027.88,684.88
229,1019.14,680.72
230,1020.32,680.98
231,1026.5,679.66
232,1026.16,682.08
233,1024.92,685.94
234,1024.72,685.0
235,1027.44,689.76
236,1021.48,682.58
237,1025.02,684.2
238,1023.62,682.52
239,1024.56,680.92
240,1028.72,686.46
241,1022.14,679.34
242,1026.46,683.12
243,1021.42,683.88
244,1029.66,689.36
245,1019.26,677.94
246,1018.26,685.0
247,1023.18,683.86
248,1020.28,687.6
249,1026.6,682.8
250,1029.48,678.56
251,1022.44,680.94
252,1021.02,679.96
253,1021.24,682.86
254,1023.96,684.38
255,1019.74,687.42
256,1022.4,681.68
257,1028.22,680.78
258,1022.9,681.86
259,1021.9,687.88
260,1021.34,686.98
261,1026.96,685.84
262,1020.76,684.42
263,1026.42,685.04
264,1022.92,681.6
265,1024.14,678.66
266,1026.36,681.62
267,1024.28,680.7
268,1023.86,681.34
269,1029.82,683.3
270,1025.5,683.36
271,1025.84,679.46
272,1027.66,683.26
273,1020.8,680.46
274,1023.22,684.48
275,1020.7,686.24
276,1024.48,683.54
277,1020.36,680.0
278,1028.48,686.38
279,1020.88,682.84
280,1023.52,685.68
281,1023.14,680.56
282,1023.24,679.64
283,1030.84,684.86
284,1026.3,683.76
285,1029.72,685.42
286,1019.88,682.22
287,1029.42,685.56
288,1019.06,681.8
289,1020.7,686.78
290,1021.72,686.08
291,1026.1,680.54
292,1025.88,681.34
293,1023.38,675.56
294,1023.78,681.22
295,1027.06,685.04
296,1025.76,681.0
297,1024.12,683.26
298,1031.02,681.08
299,1023.12,681.8
300,1021.18,679.64
