distance,BB8401,E9101,BB8402,E9102
1,1.019955796286958,2.5931738738130385,2.650757738048671,1.0705046115226846
2,1.0128678161451707,2.604537150372048,2.6581118984130283,1.0511086719613596
3,1.0456021858782045,2.708074312728852,2.7156605237813767,1.035160293138992
4,1.0642082361696439,2.7987276919125783,2.8142658137153336,1.0506544907818627
5,1.0680411258316573,2.686022563147808,2.8636351647001614,1.0656455337741624
6,1.0688331806958613,2.7607231529590375,2.8175379691186446,1.0472508728726222
7,1.0016229353449064,2.8624121561997367,2.8381170704268746,1.0397585209290594
8,1.0171854397531674,2.9681287606426774,2.885498725567321,1.0804594803550687
9,1.0270635948755678,2.815419723891145,2.9273118630680566,1.079230012044756
10,1.029703966959943,2.9031160702445824,3.0642170484765674,1.0945566552145545
11,1.0710194509187554,2.9072951029981384,3.023057168394309,1.0801191119602878
12,1.064050796156654,3.0081888381747515,2.9208531744861057,1.0620164615440166
13,1.0977588973897705,2.9307666161962436,3.134484313391678,1.080635460892801
14,1.0650058050913638,3.001347622715744,3.1688042006251127,1.025721059481804
15,1.0738875187011792,2.9979399633604746,3.224022858635202,1.0586926033583854
16,1.1127829955049091,3.0278085659638028,3.2260085330878208,1.0608049000068758
17,1.0897377593297428,3.1256714206182568,3.2976927172405177,1.054418892496676
18,1.0979596572747339,3.2027766618004425,3.302196206822689,1.114040983118381
19,1.1214811954918826,3.077928281620391,3.509117326957937,1.1543429559744667
20,1.101199876586282,3.361060430246409,3.5350270240493145,1.1121368424973432
21,1.1015351648890457,3.3110227365763953,3.5703362279337925,1.1519847068394098
22,1.1251306639099476,3.2860746517666546,3.688891237687444,1.1034122601199179
23,1.139331572556128,3.412663139709333,3.7032281061004078,1.136599948572739
24,1.0903049520980665,3.3957442110133487,3.8810839876604843,1.1743254021738367
25,1.0454752823746316,3.491377643463338,3.9328301622634796,1.1782395609092697
26,1.0379357033177194,3.507976641398525,4.103851392481299,1.127693116415118
27,1.1248449889380532,3.741222362297101,4.210281646388876,1.1692655516800334
28,1.1498657974770272,3.722307370353279,4.266463798254331,1.186122310004254
29,1.1499653988368237,3.7305645577667472,4.381853438920245,1.1667861238340977
30,1.1761522152223107,3.926526969981191,4.463269696627169,1.1459198629524336
31,1.1865336198644054,3.937557516357421,4.698833327130146,1.241951492536505
32,1.114181101986522,4.168111662422809,4.803847559989208,1.2509509544558421
33,1.1414509525003178,4.122929528878902,4.932944130532779,1.2392938256256738
34,1.1901508009086847,4.172363200027919,5.111839647544006,1.2791689696947757
35,1.1733612358297505,4.251246920072974,5.311054360898966,1.273614565298282
36,1.1492926990103616,4.372273911136666,5.430961725929947,1.3118094458011864
37,1.189930025081792,4.507037566045622,5.631658803733106,1.3169748284595308
38,1.141945531783444,4.596572114070646,5.882140799126924,1.2735163711105275
39,1.1922306084151446,4.712062908392617,5.934985012190686,1.3603551308229807
40,1.219959516504083,4.724634280516854,6.3230745131130135,1.3771075506362482
41,1.2402079856054444,4.929805315248187,6.5746834962757985,1.3473780258422965
42,1.2277467263237687,4.986284157186803,6.794607562882748,1.4150467952880865
43,1.2782693848253284,5.10815600976065,6.900246601676067,1.4048583599577786
44,1.3027390634664457,5.345882340859862,7.205804836092498,1.5057307536325792
45,1.2637054356949573,5.613545685228291,7.4613884529056325,1.4969628631005114
46,1.3236722311537314,5.670524220502324,7.804221406491571,1.5262441691459152
47,1.3089984843065814,5.79473669477599,7.973770349385666,1.6207065306362565
48,1.278133541395851,5.959616084504738,8.475719938390997,1.5362566345093729
49,1.362660494648385,6.022429552080697,8.680527884055467,1.570526184128472
50,1.3479608159122882,6.275973232738169,9.204905927052515,1.6209032506443382
51,1.4237603713057063,6.5013088322790855,9.60639227785156,1.671626196509467
52,1.392514862052164,6.78032801976652,10.011481773148091,1.7389283996159293
53,1.3849955417649202,6.863939718623512,10.419939089402545,1.7866791027330857
54,1.3895619575718032,7.084362721648257,10.691977117250458,1.810903595963709
55,1.4879291573017361,7.265138587689732,11.095285874599508,1.8215952169267988
56,1.4856683416475782,7.488138430191213,11.620694479808995,1.9048187307197881
57,1.4923820586037355,7.6776766409626624,12.24225328112497,1.8950586250887342
58,1.4839902302657917,8.118299646708467,12.76331671690857,1.997175231596629
59,1.5478253675720859,8.147541978948746,13.373393306354775,2.11515301847947
60,1.550524782149794,8.29854690258219,13.781398004792614,2.160380553930398
61,1.581064890900002,8.71023283075674,14.588767593826235,2.246011408880862
62,1.5968712561785237,9.060939873131794,15.26717137987278,2.1959304250601006
63,1.6511499516289456,9.157955136359416,15.759331994267196,2.336579318253632
64,1.6153357291572763,9.60809087570896,16.684759241253065,2.460487308506975
65,1.6924460096166039,9.876695052107273,17.10954629043629,2.527857956055765
