distance,BB8401,E9101,BB8402,E9102
141,127.938,114.344,113.708,127.787
142,127.954,113.907,113.898,127.628
143,128.154,113.666,113.088,128.331
144,127.395,113.994,114.009,128.163
145,128.011,114.006,113.286,127.922
146,127.97,114.219,113.63,128.216
147,128.379,113.569,113.57,128.124
148,128.042,113.815,113.902,127.912
149,127.834,114.017,114.165,127.702
150,128.037,113.692,113.841,127.914
151,127.952,113.895,114.066,128.102
152,127.949,113.919,113.644,127.953
153,128.182,113.776,113.641,128.332
154,127.866,113.596,113.974,127.835
155,128.041,113.983,113.845,128.14
156,127.359,113.55,113.883,127.499
157,127.955,114.12,113.73,127.859
158,128.305,113.626,113.448,128.024
159,127.933,113.836,113.733,128.292
160,128.002,113.061,113.879,128.041
161,128.103,113.806,113.681,128.132
162,128.089,113.815,113.917,127.928
163,128.268,113.776,113.819,128.446
164,128.034,113.815,113.816,127.614
165,127.785,113.599,113.76,127.775
166,128.408,113.559,114.12,128.02
167,127.578,113.442,113.339,128.263
168,127.961,113.698,113.747,127.826
169,128.227,114.102,114.027,128.583
170,128.411,113.904,113.591,127.767
171,127.602,113.721,113.515,127.461
172,128.144,114.096,113.576,127.918
173,128.007,113.81,113.764,127.799
174,128.226,113.336,113.852,127.954
175,127.955,113.883,113.65,127.739
176,128.292,113.732,113.469,127.728
177,128.181,114.017,113.654,127.764
178,127.383,113.497,113.95,127.945
179,127.967,113.769,113.939,128.289
180,128.083,113.601,113.617,127.902
181,128.174,114.041,114.033,127.809
182,128.007,113.72,113.943,127.842
183,127.91,114.113,113.786,127.984
184,128.238,113.719,113.698,127.876
185,128.416,113.586,113.627,128.19
186,127.864,113.695,113.525,128.307
187,128.18,114.027,113.665,128.2
188,128.28,113.835,113.669,127.93
189,127.7,113.651,113.641,127.85
190,128.455,114.14,114.306,128.285
191,128.109,113.992,113.628,127.843
192,127.809,113.876,113.597,127.809
193,127.654,113.817,113.829,127.867
194,127.956,113.526,113.805,127.484
195,128.069,113.89,114.125,127.915
196,127.861,114.215,113.753,127.707
197,127.664,113.937,113.894,127.784
198,128.071,113.924,113.561,128.35
199,128.111,114.121,113.226,127.542
200,127.619,114.062,114.002,128.42
