distance,BB84,E91
20,0.37037037037037035,0.5454545454545454
40,0.375,0.3888888888888889
60,0.4642857142857143,0.56
80,0.42857142857142855,0.6666666666666666
100,0.4827586206896552,0.6190476190476191
120,0.37142857142857144,0.5294117647058824
140,0.4666666666666667,0.5454545454545454
160,0.5142857142857142,0.47368421052631576
180,0.4838709677419355,0.6842105263157895
200,0.5833333333333334,0.7272727272727273
220,0.5405405405405406,0.5238095238095238
240,0.47058823529411764,0.5789473684210527
260,0.41935483870967744,0.7647058823529411
280,0.47058823529411764,0.7272727272727273
300,0.46875,0.7307692307692307
320,0.5,0.6
340,0.6153846153846154,0.42105263157894735
360,0.5517241379310345,0.7142857142857143
380,0.3939393939393939,0.8461538461538461
400,0.5,0.7647058823529411
420,0.5588235294117647,0.6666666666666666
440,0.40625,0.8
460,0.5833333333333334,0.8333333333333334
480,0.6388888888888888,0.6
500,0.7142857142857143,0.8333333333333334
520,0.5333333333333333,0.8333333333333334
540,0.7297297297297297,0.84
560,0.4838709677419355,0.8571428571428571
580,0.5555555555555556,1.0
600,0.5,0.9259259259259259
620,0.7142857142857143,0.9166666666666666
640,0.5,0.8
660,0.5806451612903226,0.9166666666666666
680,0.71875,0.9444444444444444
700,0.5172413793103449,0.9565217391304348
720,0.5757575757575758,0.9615384615384616
740,0.625,0.9545454545454546
760,0.6129032258064516,0.9
780,0.6923076923076923,0.9310344827586207
800,0.78125,0.9583333333333334
820,0.8285714285714286,0.9230769230769231
840,0.71875,1.0
860,0.5882352941176471,0.9473684210526315
880,0.75,0.9565217391304348
900,0.6551724137931034,1.0
920,0.75,1.0
940,0.7352941176470589,1.0
960,0.6451612903225806,0.9655172413793104
980,0.5806451612903226,0.9166666666666666
1000,0.6,0.95
1020,0.7297297297297297,0.9523809523809523
1040,0.7647058823529411,0.8571428571428571
1060,0.7647058823529411,1.0
1080,0.7647058823529411,1.0
1100,0.7058823529411765,0.9523809523809523
1120,0.5833333333333334,1.0
1140,0.7027027027027027,0.9629629629629629
1160,0.6875,0.9523809523809523
1180,0.7586206896551724,0.96
1200,0.84375,1.0
1220,0.7419354838709677,1.0
1240,0.7419354838709677,1.0
1260,0.7941176470588235,0.9
1280,0.8214285714285714,0.9
1300,0.8823529411764706,0.85
1320,0.8,0.9444444444444444
1340,0.7333333333333333,0.95
1360,0.7666666666666667,1.0
1380,0.7352941176470589,1.0
1400,0.7714285714285715,0.9545454545454546
1420,0.7,0.9473684210526315
1440,0.6896551724137931,0.95
1460,0.7419354838709677,1.0
1480,0.6388888888888888,0.9090909090909091
1500,0.6666666666666666,1.0
1520,0.7878787878787878,0.9615384615384616
1540,0.8125,0.9285714285714286
1560,0.6944444444444444,0.9583333333333334
1580,0.5294117647058824,1.0
1600,0.6875,1.0
1620,0.75,0.8
1640,0.6363636363636364,0.9473684210526315
1660,0.7333333333333333,0.7619047619047619
1680,0.9259259259259259,0.9545454545454546
1700,0.7586206896551724,0.9166666666666666
1720,0.8947368421052632,0.9545454545454546
1740,0.8378378378378378,0.9523809523809523
1760,0.6285714285714286,0.9090909090909091
1780,0.8611111111111112,1.0
1800,0.8125,0.9047619047619048
1820,0.6857142857142857,0.9565217391304348
1840,0.6857142857142857,0.9090909090909091
1860,0.6,0.9
1880,0.7428571428571429,1.0
1900,0.7272727272727273,0.9615384615384616
1920,0.75,0.9583333333333334
1940,0.6666666666666666,0.95
1960,0.6451612903225806,0.9523809523809523
1980,0.7333333333333333,0.9130434782608695
