distance,BB84,E91
1,-0.541691114157951,-1.0054701572631433
2,-0.5349175639472242,-0.9663489314069456
3,-0.5350971784924005,-0.8999015029005073
4,-0.5247664166502594,-0.8919879197695979
5,-0.5296304121334752,-0.8655730394303874
6,-0.516677337961047,-0.8460303319456063
7,-0.4970067506259734,-0.8086785569654209
8,-0.4968517959250809,-0.8014088487193262
9,-0.48950104420655793,-0.7639574479484162
10,-0.4852169750159868,-0.7514053692589747
11,-0.4829630269536058,-0.7267157693709075
12,-0.48470972508544513,-0.7055888125680218
13,-0.4684311772799061,-0.6793977164347571
14,-0.46526576730207525,-0.6774643806864087
15,-0.46248766776667666,-0.6627755038602217
16,-0.4538420851711854,-0.6352622045605193
17,-0.4480565784620863,-0.6113605246634016
18,-0.4327420897178946,-0.6077931597773566
19,-0.4309211146718169,-0.5836296512891411
20,-0.42446889562385676,-0.5619593690666449
21,-0.42914550320025596,-0.5603786194482828
22,-0.418053588221586,-0.5588983051753326
23,-0.4142023447619718,-0.5449156674723602
24,-0.40949593406438783,-0.5229626738291975
25,-0.4055549676117244,-0.5203856302797132
26,-0.39944403822850405,-0.5075621462262095
27,-0.39196752107458777,-0.48932986541321194
28,-0.38586873545013745,-0.4731579615691928
29,-0.39142590104988884,-0.460847997494186
30,-0.3775036674907511,-0.4574998517289299
31,-0.37560051316559095,-0.4454896890112138
32,-0.3729154566262836,-0.4451511777716371
33,-0.36780051664910945,-0.425080140183262
34,-0.35122439364126584,-0.41650978105897607
35,-0.35524318411387823,-0.40846026794307183
36,-0.3568958629003829,-0.4081008318668172
37,-0.3472022937208835,-0.3800170543426036
38,-0.3429918617963082,-0.37860677547075267
39,-0.33635676102798623,-0.3663408527336969
40,-0.33741950300806783,-0.36715462534347576
41,-0.3307249805977178,-0.3544959192973812
42,-0.33165316854265475,-0.3450719644085547
43,-0.3217890915517143,-0.3338777661511812
44,-0.315114639238228,-0.3414820370951032
45,-0.31534004679950334,-0.3246618557517637
46,-0.3116405275157939,-0.31401226585184455
47,-0.30567879862009156,-0.3048592120225837
48,-0.30192287513128596,-0.29993635061879365
49,-0.2994901119449758,-0.294414719841453
50,-0.2943273346421652,-0.2739713733085369
51,-0.2894799606671436,-0.2786813941723669
