distance,BB8401,E9101,BB8402,E9102
58,31.619,26.367,25.022,31.625
59,31.795,26.42,24.907,31.535
60,31.736,26.116,24.77,31.644
61,31.877,26.253,24.297,31.666
62,31.701,25.922,24.383,31.538
63,31.669,25.933,24.305,31.515
64,31.916,25.841,23.908,31.444
65,31.595,25.884,23.698,31.502
66,31.546,25.795,23.547,31.446
67,31.75,25.672,23.371,31.471
68,31.581,25.728,22.922,31.407
69,31.666,25.56,22.879,31.2
70,31.694,25.307,22.715,31.25
71,31.577,25.1,22.366,31.334
72,31.567,24.967,22.034,31.167
73,31.636,24.892,21.834,31.254
74,31.469,24.852,21.581,31.16
75,31.663,24.664,21.207,31.069
76,31.53,24.509,20.857,30.815
77,31.359,24.677,20.778,30.913
78,31.561,24.297,20.487,30.837
79,31.419,24.237,20.276,30.846
80,31.514,23.866,19.532,30.737
81,31.371,23.81,19.328,30.601
82,31.398,23.7,18.969,30.505
83,31.459,23.674,18.679,30.494
84,31.391,23.049,18.452,30.362
85,31.37,23.03,17.755,30.504
86,31.29,22.857,17.631,30.292
87,31.33,22.765,17.076,29.961
88,31.19,22.711,16.739,30.023
89,31.291,22.337,16.397,29.958
90,31.186,22.31,16.065,29.899
91,31.288,21.919,15.548,29.873
92,31.041,21.764,15.164,29.618
93,31.033,21.505,14.856,29.475
94,30.965,21.283,14.264,29.291
95,31.137,21.036,14.235,29.133
96,30.649,20.806,13.672,29.005
97,30.814,20.438,13.148,28.912
98,30.956,20.351,12.784,28.698
99,30.717,19.87,12.519,28.467
100,30.79,19.568,12.048,28.21
101,30.692,19.309,11.643,28.004
102,30.582,19.006,11.317,27.695
103,30.695,18.85,10.706,27.578
104,30.609,18.492,10.48,27.516
105,30.383,18.353,10.08,27.019
106,30.382,17.966,9.859,26.807
107,30.371,17.87,9.228,26.528
108,30.319,17.355,8.916,26.204
109,30.151,17.124,8.693,25.825
110,30.125,16.865,8.394,25.399
111,29.996,16.472,8.051,25.128
112,30.025,16.304,7.785,24.35
113,29.834,15.859,7.377,24.072
114,29.578,15.396,6.989,23.631
115,29.761,15.164,6.871,23.332
116,29.706,14.848,6.568,22.643
117,29.273,14.367,6.235,22.312
118,29.235,14.305,5.846,21.556
119,29.048,13.963,5.563,20.953
120,29.052,13.608,5.553,20.392
121,29.02,13.254,5.156,19.78
122,28.767,12.775,5.02,18.911
123,28.541,12.493,4.731,18.281
124,28.526,12.364,4.4,17.389
125,28.427,11.888,4.395,16.623
126,28.174,11.64,4.095,15.617
127,27.959,11.449,4.05,14.659
128,27.909,10.971,3.806,13.679
129,27.563,10.623,3.618,12.543
130,27.267,10.484,3.383,11.5
131,27.177,10.024,3.286,10.295
132,27.09,9.895,3.108,8.942
133,26.898,9.69,3.012,7.614
134,26.4,9.28,2.861,6.024
135,26.11,8.953,2.71,4.709
136,25.769,8.627,2.556,3.012
137,25.587,8.501,2.585,1.286
138,25.459,8.27,2.348,0.0
139,25.232,7.942,2.18,0.0
140,24.743,7.636,2.167,0.0
141,24.198,7.362,2.099,0.0
142,24.055,7.297,1.91,0.0
143,23.646,6.924,1.903,0.0
144,23.072,6.793,1.796,0.0
145,22.676,6.524,1.733,0.0
146,22.343,6.343,1.65,0.0
147,21.96,5.953,1.535,0.0
148,21.532,5.995,1.511,0.0
149,20.908,5.723,1.424,0.0
150,20.468,5.466,1.438,0.0
151,19.886,5.317,1.363,0.0
152,19.283,5.138,1.185,0.0
153,18.721,4.887,1.255,0.0
154,17.92,4.714,1.142,0.0
155,17.427,4.492,1.125,0.0
156,16.732,4.348,1.056,0.0
157,16.058,4.243,0.991,0.0
158,15.274,4.056,1.016,0.0
159,14.44,3.984,0.967,0.0
160,13.836,3.718,0.902,0.0
161,12.63,3.71,0.796,0.0
162,11.848,3.548,0.896,0.0
163,11.055,3.419,0.796,0.0
164,9.999,3.23,0.792,0.0
165,8.983,3.14,0.73,0.0
166,7.827,3.094,0.746,0.0
167,6.704,2.972,0.698,0.0
168,5.565,2.849,0.66,0.0
169,4.26,2.603,0.613,0.0
170,3.027,2.584,0.602,0.0
171,1.689,2.519,0.607,0.0
172,0.192,2.437,0.603,0.0
173,0.0,2.404,0.577,0.0
174,0.0,2.267,0.619,0.0
175,0.0,2.123,0.517,0.0
176,0.0,2.086,0.517,0.0
177,0.0,1.934,0.495,0.0
178,0.0,1.83,0.504,0.0
179,0.0,1.788,0.482,0.0
180,0.0,1.828,0.432,0.0
181,0.0,1.708,0.42,0.0
182,0.0,1.709,0.471,0.0
183,0.0,1.569,0.447,0.0
184,0.0,1.498,0.428,0.0
185,0.0,1.511,0.448,0.0
186,0.0,1.485,0.394,0.0
187,0.0,1.388,0.384,0.0
188,0.0,1.327,0.412,0.0
189,0.0,1.303,0.397,0.0
190,0.0,1.229,0.371,0.0
191,0.0,1.205,0.406,0.0
192,0.0,1.095,0.388,0.0
193,0.0,1.126,0.363,0.0
194,0.0,1.079,0.362,0.0
195,0.0,1.113,0.345,0.0
196,0.0,1.072,0.342,0.0
197,0.0,0.98,0.316,0.0
198,0.0,0.981,0.372,0.0
199,0.0,0.982,0.358,0.0
200,0.0,0.906,0.333,0.0
