distance,BB84,E91
1,-0.5423879862322539,-0.9453790491080198
2,-0.5127391139294576,-0.8798601462734688
3,-0.5217033873724028,-0.8051347400692371
4,-0.42160392686983106,-0.7891466346851068
5,-0.43669259766405427,-1.2833012287035497
6,-0.4116197059632301,-0.9079973214866878
7,-0.3269105146439587,-0.8450980400142568
8,-0.3437819760849311,-0.7481880270062004
9,-0.33524409619508283,-0.9176487071628685
10,-0.30786942019428665,-0.6555043105549285
11,-0.21731299578347496,-0.6483600109809317
12,-0.2678616324113266,-0.7377225933280355
13,-0.20149583882977598,-0.6989700043360187
14,-0.17609125905568127,-0.6462636538200158
15,-0.24726685017879305,-0.7040495298652938
16,-0.19677585791553226,-0.5344166586740948
17,-0.17609125905568127,-0.5869962448920865
18,-0.11868978733129841,-0.47226875192525036
19,-0.1304995613895194,-0.4725736269689418
20,-0.12388334245123458,-0.5754077965565222
21,-0.10914446942506803,-0.5314789170422551
22,-0.12493873660829995,-0.5862657241447305
23,-0.14001589361040157,-0.47712125471966244
24,-0.12271727661434192,-0.5263392773898441
25,-0.10179893310003742,-0.4406919890929875
26,-0.13746185669955033,-0.44944982812180406
27,-0.11101441626191358,-0.4197197829952796
28,-0.12284574710245615,-0.4117282931576709
29,-0.10110612760166458,-0.4149733479708179
30,-0.09854577570231557,-0.4109049858364052
31,-0.10816852635840697,-0.4343692742987126
32,-0.10266234189714771,-0.3899710790007623
33,-0.11426757365963543,-0.3727232203190561
34,-0.18708664335714442,-0.4382031886892928
35,-0.13872702109393326,-0.45312097831589593
36,-0.12608011566710908,-0.4171233250443771
37,-0.11294992187312171,-0.3287014222618396
38,-0.146128035678238,-0.42100531274073105
39,-0.11787688212081314,-0.3744589128225147
40,-0.1162525574232073,-0.29606657613243104
41,-0.12142216288546281,-0.4641562775552948
42,-0.13602770877391226,-0.4573771965239053
43,-0.14231283267772266,-0.3357921019231931
44,-0.10720996964786837,-0.29606657613243104
45,-0.1271716180405919,-0.2767614209370444
46,-0.10266234189714771,-0.3103700219181246
47,-0.16610703814908034,-0.31261186821379633
48,-0.11569807987338732,-0.24181983054697645
49,-0.09691001300805639,-0.27620641193894907
50,-0.1260452199632694,-0.28596624922810526
51,-0.15126767533064908,-0.23476552272030451
52,-0.11727129565576423,-0.25527250510330607
53,-0.16683089793647707,-0.2582780152430313
54,-0.1162525574232073,-0.2803453968041301
55,-0.11359881085131802,-0.23638716094293227
56,-0.11495451570169903,-0.23408320603336796
57,-0.11323197707504959,-0.1831531135431681
58,-0.11197375944393231,-0.3010299956639812
59,-0.11394335230683675,-0.17345116288947282
60,-0.1323991933737642,-0.2096998600367614
61,-0.14806253545543768,-0.14841983245782286
62,-0.15536869241315066,-0.1833904977971807
63,-0.11598389395537351,-0.18860781647767724
64,-0.10266234189714771,-0.22342513785131143
65,-0.11197375944393231,-0.17609125905568127
66,-0.11426757365963543,-0.17089006536987353
67,-0.09258863922541381,-0.18752072083646307
68,-0.12163610105821432,-0.1713961378473014
69,-0.13033376849500614,-0.12984607110304408
70,-0.1597008428675119,-0.18596201308197546
71,-0.10816852635840697,-0.1549019599857432
72,-0.10506176502760228,-0.1128981183921867
73,-0.09355637100046861,-0.1549019599857432
74,-0.15739076038943792,-0.11252947862648
75,-0.11703198668971203,-0.09828654183685971
76,-0.1162525574232073,-0.18631042423736727
77,-0.14752000636314366,-0.13830269816628143
78,-0.1273184383536546,-0.1608512924989444
79,-0.09017663034908802,-0.13374825736530685
80,-0.13353890837021748,-0.09571853220063768
81,-0.09691001300805639,-0.12323895173040557
82,-0.13211732123542333,-0.10842364854274125
83,-0.15154831797815535,-0.07822780004030223
84,-0.11809931207799451,-0.08218675618735007
85,-0.13621974701798903,-0.10842364854274125
86,-0.11013827874181155,-0.0644579892269185
87,-0.14956121151663201,-0.04630001965296921
88,-0.11058971029924894,-0.05722667015957446
89,-0.17609125905568127,-0.06775178426684303
90,-0.13380219693960502,-0.06609606559383686
91,-0.14231283267772266,-0.09108046934733253
92,-0.11330042919622577,-0.07808315574857275
93,-0.1489390130120664,-0.028963695935316617
94,-0.15390243254361652,-0.025705400234901855
95,-0.1391791757229102,-0.0287717425700245
96,-0.09691001300805639,-0.011281010409689058
97,-0.13286610501040122,-0.028963695935316617
