distance,BB8401,E9101,BB8402,E9102
60,255.145,227.004,228.043,255.732
61,256.328,227.023,227.335,256.235
62,256.424,227.463,227.545,256.394
63,256.724,227.701,227.789,255.557
64,255.593,227.381,227.523,256.573
65,256.341,227.655,227.619,256.271
66,255.812,227.408,227.717,255.982
67,255.805,227.581,227.279,255.852
68,256.247,227.201,227.075,255.739
69,256.272,227.815,226.921,255.751
70,255.533,227.72,227.254,256.681
71,255.708,227.059,227.247,255.983
72,256.155,228.169,227.741,255.398
73,256.487,227.592,227.459,255.73
74,255.726,227.509,227.1,255.981
75,255.977,227.769,227.069,256.195
76,256.033,227.065,227.593,256.136
77,255.714,227.398,227.025,256.828
78,256.136,227.759,227.713,255.704
79,256.42,227.609,227.558,255.421
80,256.101,227.243,227.678,255.603
81,256.409,227.714,227.587,255.93
82,255.807,227.586,227.636,257.013
83,255.988,227.584,227.579,256.199
84,256.325,227.207,227.493,256.083
85,256.207,227.239,227.088,256.152
86,256.405,227.616,227.084,255.926
87,255.752,227.613,227.448,256.146
88,256.749,227.973,227.225,255.947
89,256.436,227.538,226.748,255.954
90,255.348,227.409,227.891,255.517
91,256.047,227.619,227.829,255.552
92,256.537,227.97,227.493,255.871
93,255.842,227.375,227.213,256.258
94,256.273,227.744,226.985,255.613
95,256.378,227.384,227.131,256.019
96,256.588,227.379,227.57,255.72
97,255.633,227.589,227.073,255.999
98,256.3,227.265,226.95,255.832
99,255.905,227.345,227.491,256.09
100,255.953,227.069,227.931,255.568
101,255.595,227.769,227.589,255.926
102,256.306,227.32,227.239,256.419
103,255.559,227.41,227.201,255.321
104,255.877,227.936,227.582,255.464
105,255.861,227.364,227.564,255.89
106,255.942,227.672,227.09,256.067
107,256.101,227.482,227.857,255.713
108,256.166,227.109,227.731,255.822
109,256.199,227.64,227.499,255.901
110,256.041,226.889,227.602,256.361
111,255.907,228.046,227.654,255.665
112,256.276,227.655,227.924,255.756
113,256.091,227.64,227.653,255.927
114,256.241,228.046,227.236,256.439
115,255.496,227.477,227.49,256.225
116,256.39,227.395,227.774,255.587
117,255.911,227.294,227.521,256.203
118,255.632,227.434,227.456,256.062
119,256.03,228.401,227.533,256.599
120,256.428,227.956,228.065,255.75
121,255.687,227.21,227.435,256.308
122,255.868,227.506,227.109,256.122
123,256.036,227.924,227.611,255.665
124,256.773,227.563,227.271,255.993
125,255.857,227.852,227.237,256.134
126,256.138,227.227,227.882,256.149
127,256.013,227.521,227.401,256.399
128,255.803,227.845,227.027,255.997
129,256.055,227.452,227.429,255.623
130,255.9,227.639,228.039,255.944
131,255.423,227.728,227.255,256.005
132,255.644,227.502,227.296,256.265
133,256.305,227.209,228.363,256.105
134,256.174,227.652,227.36,255.422
135,257.061,227.541,227.346,255.865
136,256.229,227.135,227.426,255.916
137,256.164,227.184,227.334,256.168
138,255.616,227.621,227.628,256.428
139,256.048,227.237,227.074,255.545
140,255.35,227.495,227.179,255.794
141,255.885,227.189,227.538,256.139
142,255.616,227.116,227.488,255.654
143,255.987,227.277,227.893,255.501
144,255.934,227.385,227.332,255.801
145,255.927,227.522,227.433,256.055
146,255.942,227.109,227.383,255.399
147,256.091,227.273,227.634,255.934
148,255.361,227.539,227.673,256.55
149,255.83,227.411,227.772,255.276
150,256.435,227.464,227.73,256.645
151,255.948,227.487,227.321,256.663
152,255.958,227.381,226.664,255.621
153,255.757,227.71,227.238,256.358
154,256.118,227.534,227.566,256.319
155,256.57,227.246,227.615,256.312
156,255.729,227.274,227.721,256.337
157,255.199,227.288,227.748,256.154
158,256.288,227.342,227.412,255.532
159,256.159,227.801,228.039,257.007
160,255.306,227.27,227.932,256.532
161,255.981,227.891,228.192,256.092
162,255.942,227.744,227.934,255.843
163,255.881,227.522,227.367,255.98
164,255.607,227.499,227.571,256.408
165,255.925,227.888,228.107,256.3
166,256.45,227.608,228.027,255.457
167,255.539,227.591,227.646,256.055
168,256.128,227.682,227.581,255.916
169,255.786,227.48,227.154,255.504
170,256.023,227.468,227.737,255.666
171,255.696,228.168,228.164,255.754
172,256.169,227.733,227.504,256.463
173,255.125,227.589,227.341,255.466
174,255.597,227.193,227.664,256.231
175,256.106,227.634,227.665,255.954
176,255.773,228.039,226.975,256.192
177,255.728,227.361,227.213,255.836
178,255.583,227.792,227.68,256.031
179,255.858,227.936,227.564,256.133
180,256.079,227.287,228.379,255.615
181,255.866,227.72,227.748,255.981
182,256.169,227.078,227.261,256.436
183,256.162,227.75,227.572,255.787
184,255.779,227.087,227.65,256.462
185,256.123,227.048,227.208,255.743
186,256.051,227.728,227.754,256.146
187,256.33,227.292,227.521,255.976
188,256.153,227.242,227.272,255.398
189,257.109,227.77,227.213,256.407
190,256.227,227.815,227.175,256.218
191,256.2,227.416,227.657,255.878
192,256.174,227.353,227.512,256.156
193,256.154,228.065,228.098,255.625
194,256.024,227.834,227.614,255.368
195,256.495,227.192,227.4,255.81
196,255.874,228.087,228.209,256.75
197,255.945,227.889,227.216,256.524
198,256.23,227.665,227.385,256.173
199,256.137,228.024,227.864,255.892
200,256.906,227.799,227.537,255.902
